plottag,dbh.x,year.x,plot.x,species,kgc.x,basal_area.x,dbh.y,year.y,plot.y,kgc.y,basal_area.y,dbh_gr,basal_gr,dbh_inc,kgc_inc,basal_inc,kgc_gr,pl_row,pl_col
E4-831,15.29,2000,E4,ws,27.88895062405725,183.6,15.35,2001,E4,28.1489719823377,185.1,0.0600000000000005,0.008169934640522876,0.003924133420536331,0.009323454359596825,1.5,0.26002135828044715,E,4
E4-834,23.83,2000,E4,rm,122.41293820066622,446,23.93,2001,E4,123.61318349694393,449.8,0.10000000000000142,0.008520179372197335,0.00419639110365092,0.009804889204686877,3.8000000000000114,1.2002452962777141,E,4
E4-835,15.5,2000,E4,rm,44.93669835461193,188.7,15.5,2001,E4,44.93669835461193,188.7,0,0,0,0,0,0,E,4
E4-837,13.8,2000,E4,wp,18.91571171393561,149.6,13.86,2001,E4,19.12505912585634,150.9,0.05999999999999872,0.00868983957219259,0.004347826086956429,0.011067382242165236,1.3000000000000114,0.20934741192072792,E,4
E4-842,20.08,2000,E4,wp,48.986557976437794,316.7,20.11,2001,E4,49.17246025461634,317.6,0.030000000000001137,0.00284180612567109,0.001494023904382527,0.00379496510589626,0.9000000000000341,0.18590227817854554,E,4
E4-843,19.36,2000,E4,rm,75.4427960724312,294.4,19.55,2001,E4,77.17919746596769,300.2,0.19000000000000128,0.019701086956521778,0.009814049586776926,0.023016132539274002,5.800000000000011,1.7364013935364966,E,4
E4-844,16.01,2000,E4,rm,48.45739985152081,201.3,16.04,2001,E4,48.669229574304495,202.1,0.029999999999997584,0.003974167908594053,0.0018738288569642462,0.0043714628402009735,0.799999999999983,0.2118297227836834,E,4
E4-846,14.13,2000,E4,ws,23.133363313201446,156.8,14.16,2001,E4,23.249913702985058,157.5,0.02999999999999936,0.004464285714285641,0.00212314225053074,0.005038194758178561,0.6999999999999886,0.11655038978361176,E,4
E4-847,16.08,2000,E4,yb,51.18589575538201,203.1,16.08,2001,E4,51.18589575538201,203.1,0,0,0,0,0,0,E,4
E4-849,14.03,2000,E4,rm,35.626460482353856,154.6,14.03,2001,E4,35.626460482353856,154.6,0,0,0,0,0,0,E,4
E4-852,19.79,2000,E4,ws,51.394367811603935,307.6,19.86,2001,E4,51.826178568038415,309.8,0.07000000000000028,0.007152145643693071,0.003537139969681672,0.008401908123811667,2.1999999999999886,0.43181075643447997,E,4
E4-853,33.54,2000,E4,ro,338.50645725028176,883.5,33.94,2001,E4,348.23509826063577,904.7,0.3999999999999986,0.023995472552348664,0.011926058437686302,0.028739897871906585,21.200000000000045,9.72864101035401,E,4
E4-854,14.35,2000,E4,hem,21.905070196092232,161.7,14.52,2001,E4,22.541071218924607,165.6,0.16999999999999993,0.024118738404452725,0.011846689895470379,0.029034420667861372,3.9000000000000057,0.6360010228323745,E,4
E4-856,18.62,2000,E4,ws,44.48377377414379,272.3,18.7,2001,E4,44.937988587167524,274.6,0.0799999999999983,0.008446566287183295,0.004296455424274881,0.010210797656914277,2.3000000000000114,0.45421481302373223,E,4
E4-858,9.62,2000,E4,rm,14.788571361423678,72.68,9.66,2001,E4,14.932241598257653,73.29,0.040000000000000924,0.008392955421023657,0.0041580041580042545,0.009714950370983223,0.6099999999999994,0.14367023683397484,E,4
E4-859,21.59,2000,E4,ws,63.168822301694036,366.1,21.58,2001,E4,63.099513344975335,365.8,-0.010000000000001563,-8.194482381863189e-4,-4.631773969431016e-4,-0.0010972019770715512,-0.30000000000001137,-0.06930895671870019,E,4
E4-861,24.5,2000,E4,ws,85.23673456325314,471.4,24.56,2001,E4,85.73220825803917,473.7,0.05999999999999872,0.004879083580823104,0.0024489795918366825,0.005812912675794066,2.3000000000000114,0.4954736947860283,E,4
E5-734,11.68,2000,E5,hem,13.287044088002999,107.1,11.79,2001,E5,13.592748885095123,109.2,0.10999999999999943,0.01960784313725498,0.009417808219178033,0.023007735585685918,2.1000000000000085,0.3057047970921243,E,5
E5-876,30.8,2000,E5,hem,140.91098595811218,745.1,30.91,2001,E5,142.1444027386775,750.4,0.10999999999999943,0.007113139175949476,0.003571428571428553,0.008753162659240678,5.2999999999999545,1.233416780565335,E,5
E5-877,18.88,2000,E5,rm,71.15623161787671,280,18.99,2001,E5,72.12593752074388,283.2,0.10999999999999943,0.011428571428571389,0.0058262711864406486,0.013627842296015304,3.1999999999999886,0.9697059028671617,E,5
E5-878,42.54,2000,E5,hem,310.63609126521595,1421,42.76,2001,E5,314.5889192846418,1436,0.21999999999999886,0.01055594651653765,0.005171603196991041,0.012724947713982766,15,3.9528280194258514,E,5
E5-879,27.37,2000,E5,wp,107.48931879003662,588.4,27.48,2001,E5,108.58882841434173,593.1,0.10999999999999943,0.00798776342624073,0.0040189989039093686,0.010229012860829752,4.7000000000000455,1.0995096243051137,E,5
E5-880,32.29,2000,E5,ro,309.13193752820064,818.9,32.55,2001,E5,315.11430674048506,832.1,0.259999999999998,0.01611918427158389,0.008052028491793064,0.01935215513517972,13.200000000000045,5.982369212284425,E,5
E5-883,18.02,2000,E5,wb,63.77151370538645,255,18.04,2001,E5,63.97207884285828,255.6,0.019999999999999574,0.002352941176470566,0.0011098779134294991,0.003145058440958621,0.5999999999999943,0.20056513747183402,E,5
E5-884,34.6,2000,E5,wp,194.83768993963275,940.2,34.72,2001,E5,196.55689630875136,946.8,0.11999999999999744,0.007019783024888224,0.003468208092485475,0.008823787479985402,6.599999999999909,1.7192063691186092,E,5
E5-885,20.76,2000,E5,rm,88.77036939149588,338.5,20.83,2001,E5,89.46935417961852,340.8,0.06999999999999673,0.006794682422452028,0.0033718689788052375,0.007874077723389602,2.3000000000000114,0.6989847881226439,E,5
E5-887,15.88,2000,E5,rm,47.54555968043865,198.1,15.92,2001,E5,47.82507295716167,199.1,0.03999999999999915,0.005047955577990914,0.002518891687657377,0.00587885132916042,1,0.27951327672302284,E,5
E5-888,12.25,2000,E5,rm,25.970803731261274,117.9,12.25,2001,E5,25.970803731261274,117.9,0,0,0,0,0,0,E,5
E5-889,24.7,2000,E5,hem,82.19363882242045,479.2,24.98,2001,E5,84.48594469692013,490.1,0.28000000000000114,0.022746243739566015,0.011336032388664014,0.02788909102141356,10.900000000000034,2.292305874499675,E,5
E5-890,18.07,2000,E5,ro,77.197143917712,256.5,18.2,2001,E5,78.53113342608641,260.2,0.129999999999999,0.014424951267056486,0.007194244604316492,0.01728029614406948,3.6999999999999886,1.3339895083744153,E,5
E5-891,19.86,2000,E5,rm,80.06080312360939,309.8,19.97,2001,E5,81.09782272480622,313.2,0.10999999999999943,0.010974822466107093,0.005538771399798562,0.0129529003049811,3.3999999999999773,1.0370196011968318,E,5
E5-892,19.57,2000,E5,rm,77.36328941662833,300.8,19.65,2001,E5,78.10216198528732,303.3,0.0799999999999983,0.008311170212765957,0.004087889626979984,0.009550687079499734,2.5,0.7388725686589908,E,5
E5-893,23.38,2000,E5,hem,71.88649585017455,429.3,23.62,2001,E5,73.69975612673258,438.2,0.240000000000002,0.020731423247146465,0.010265183917878614,0.02522393469195123,8.899999999999977,1.813260276558026,E,5
E5-895,20.87,2000,E5,rm,89.87017964359256,342.1,21,2001,E5,91.17993121093423,346.4,0.129999999999999,0.012569424144986713,0.006229036895064638,0.014573817172012792,4.2999999999999545,1.3097515673416638,E,5
E5-897,25.41,2000,E5,wp,89.01971603868118,507.1,25.41,2001,E5,89.01971603868118,507.1,0,0,0,0,0,0,E,5
E5-898,17.95,2000,E5,wp,36.85693920791678,253.1,17.95,2001,E5,36.85693920791678,253.1,0,0,0,0,0,0,E,5
E5-899,49.79,2000,E5,wp,490.6431025905199,1947,50.05,2001,E5,497.17077631554776,1967,0.259999999999998,0.01027221366204417,0.005221932114882467,0.013304321798396314,20,6.527673725027853,E,5
E5-900,17.15,2000,E5,rm,56.88054033291903,231,17.2,2001,E5,57.267679372201144,232.4,0.05000000000000071,0.006060606060606085,0.0029154518950437734,0.006806177244734408,1.4000000000000057,0.38713903928211124,E,5
E5-901,31.68,2000,E5,wp,155.78063273542512,788.2,31.95,2001,E5,159.1715622694067,801.7,0.2699999999999996,0.01712763258056331,0.00852272727272726,0.021767337020261575,13.5,3.3909295339815912,E,5
E5-902,13.27,2000,E5,hem,18.11297874009519,138.3,13.37,2001,E5,18.446290196242863,140.4,0.09999999999999964,0.015184381778741823,0.007535795026375256,0.018401802427441098,2.0999999999999943,0.33331145614767266,E,5
E5-903,25.87,2000,E5,ro,181.9930121156965,525.6,26.19,2001,E5,187.4196357728493,538.7,0.3200000000000003,0.02492389649923901,0.012369540007730972,0.029817758352738172,13.100000000000023,5.426623657152788,E,5
E5-904,16.49,2000,E5,rm,51.910167608856256,213.6,16.5,2001,E5,51.98354509226243,213.8,0.010000000000001563,9.363295880150611e-4,6.064281382657104e-4,0.001413547418283764,0.20000000000001705,0.07337748340617622,E,5
E5-905,20.04,2000,E5,hem,49.36926175461521,315.4,20.27,2001,E5,50.7610802777709,322.7,0.23000000000000043,0.023145212428662056,0.011477045908183655,0.02819200599096623,7.300000000000011,1.3918185231556919,E,5
E5-908,23.74,2000,E5,rm,121.33842923191953,442.6,24.08,2001,E5,125.42609693600599,455.4,0.33999999999999986,0.028920018075011194,0.0143218197135636,0.033688154115408195,12.799999999999955,4.087667704086456,E,5
E5-909,17.78,2000,E5,rm,61.86845865280785,248.3,17.91,2001,E5,62.9275782716547,251.9,0.129999999999999,0.014498590414820758,0.007311586051743476,0.017118894537043437,3.5999999999999943,1.0591196188468501,E,5
E5-910,20.12,2000,E5,rm,82.52423145717833,317.9,20.25,2001,E5,83.77194861922118,322.1,0.129999999999999,0.013211701793016816,0.006461232604373708,0.015119403598327173,4.2000000000000455,1.2477171620428464,E,5
E5-911,41.48,2000,E5,hem,292.00610999367484,1351,41.65,2001,E5,294.9478011431048,1362,0.1700000000000017,0.008142116950407105,0.004098360655737747,0.010074073961992409,11,2.941691149429971,E,5
E5-912,19.62,2000,E5,hem,46.88661697809845,302.3,19.63,2001,E5,46.94484677149357,302.6,0.00999999999999801,9.923916639100606e-4,5.096839959224266e-4,0.0012419278068690935,0.30000000000001137,0.05822979339512102,E,5
F1-926,15.61,2000,F1,rp,31.066546349203744,191.4,15.62,2001,F1,31.115451015854415,191.6,0.009999999999999787,0.0010449320794147785,6.406149903907616e-4,0.0015741906454923467,0.19999999999998863,0.04890466665067095,F,1
F1-929,35.75,2000,F1,rp,237.82388696596138,1004,36.04,2001,F1,242.59094266087152,1020,0.28999999999999915,0.01593625498007968,0.008111888111888088,0.02004447810405364,16,4.767055694910141,F,1
F1-930,56.05,2000,F1,hem,611.2536239100529,2467,56.17,2001,F1,614.4744882421521,2478,0.12000000000000455,0.0044588569112282124,0.002140945584299814,0.005269276460883976,11,3.220864332099268,F,1
F1-932,18.59,2000,F1,cherry,75.23049048559417,271.4,18.58,2001,F1,75.12461494150128,271.1,-0.010000000000001563,-0.0011053795136328466,-5.379236148467759e-4,-0.0014073488476480192,-0.2999999999999545,-0.10587554409289623,F,1
F1-933,17.94,2000,F1,rm,63.17344863898033,252.8,18.05,2001,F1,64.07965930245244,255.9,0.10999999999999943,0.012262658227848078,0.006131549609810447,0.014344802808706312,3.0999999999999943,0.906210663472109,F,1
F1-934,15.49,2000,F1,rm,44.869177329062644,188.4,15.48,2001,F1,44.80171425343182,188.2,-0.009999999999999787,-0.0010615711252654832,-6.455777921239371e-4,-0.0015035505361746168,-0.20000000000001705,-0.0674630756308261,F,1
F1-936,11.74,2000,F1,rm,23.52095598934288,108.2,11.78,2001,F1,23.708104357936755,109,0.03999999999999915,0.0073937153419593084,0.00340715502555359,0.007956665055564464,0.7999999999999972,0.18714836859387418,F,1
F1-937,29.63,2000,F1,rm,203.35883790482265,689.5,29.84,2001,F1,206.73287831201728,699.3,0.21000000000000085,0.014213197969543082,0.007087411407357437,0.016591560228986793,9.799999999999955,3.3740404071946273,F,1
F1-938,25.89,2000,F1,rm,148.499838385161,526.4,26.18,2001,F1,152.40442257925494,538.3,0.28999999999999915,0.02260638297872336,0.011201235998454968,0.02629352487217318,11.899999999999977,3.9045841940939283,F,1
F1-940,14.75,2000,F1,rp,27.02992369768429,170.9,14.7,2001,F1,26.805430014195178,169.7,-0.05000000000000071,-0.0070216500877707255,-0.0033898305084746243,-0.008305376145340144,-1.200000000000017,-0.22449368348911136,F,1
F1-941,25.1,2000,F1,rm,138.15546678509,494.8,25.27,2001,F1,140.3455081016795,501.5,0.16999999999999815,0.013540824575586072,0.0067729083665337905,0.015852006203969253,6.699999999999989,2.1900413165895145,F,1
F1-943,22.47,2000,F1,rm,106.74891320393101,396.5,22.57,2001,F1,107.8591109332545,400.1,0.10000000000000142,0.009079445145018973,0.004450378282154046,0.010400084609785098,3.6000000000000227,1.1101977293234881,F,1
F1-944,12.41,2000,F1,ro,31.44747685007295,121,12.39,2001,F1,31.32648522418729,120.6,-0.019999999999999574,-0.0033057851239669893,-0.0016116035455277658,-0.0038474191892243137,-0.4000000000000057,-0.12099162588565804,F,1
F1-945,34.65,2000,F1,rp,220.2492118073911,943,34.86,2001,F1,223.542686033587,954.4,0.21000000000000085,0.012089077412513232,0.006060606060606086,0.014953398466987662,11.399999999999977,3.293474226195883,F,1
F1-947,16.44,2000,F1,rm,51.54416733554275,212.3,16.49,2001,F1,51.910167608856256,213.6,0.04999999999999716,0.006123410268487908,0.003041362530413452,0.007100711724197826,1.299999999999983,0.36600027331350304,F,1
F1-948,19.09,2000,F1,rm,73.01399582388684,286.2,19.18,2001,F1,73.81855644090129,288.9,0.08999999999999986,0.009433962264150905,0.0047145102147721244,0.011019265661820274,2.6999999999999886,0.8045606170144453,F,1
F1-949,31.59,2000,F1,bo,268.05749956591234,783.8,31.92,2001,F1,275.1216860978619,800.2,0.33000000000000185,0.020923705026792666,0.010446343779677172,0.026353250863673686,16.40000000000009,7.064186531949588,F,1
F1-950,10.44,2000,F1,rm,17.8937129190457,85.6,10.44,2001,F1,17.8937129190457,85.6,0,0,0,0,0,0,F,1
F1-951,39.93,2000,F1,rp,312.04997588718345,1252,40.12,2001,F1,315.7101414628938,1264,0.18999999999999773,0.009584664536741214,0.004758327072376603,0.01172942111373082,12,3.660165575710323,F,1
F1-953,30.53,2000,F1,rp,161.38692658968114,732.1,30.82,2001,F1,165.17866991153892,746,0.28999999999999915,0.01898647725720527,0.009498853586636068,0.023494736543921636,13.899999999999977,3.79174332185778,F,1
F1-954,26.75,2000,F1,rp,116.6445213499279,562,26.78,2001,F1,116.96611602314346,563.3,0.030000000000001137,0.002313167259786396,0.0011214953271028462,0.0027570491052107695,1.2999999999999545,0.32159467321555724,F,1
F1-955,14.32,2000,F1,rp,25.135404074037787,161.1,14.32,2001,F1,25.135404074037787,161.1,0,0,0,0,0,0,F,1
F1-957,34.91,2000,F1,rp,224.33112188391007,957.2,35.1,2001,F1,227.34220411605793,967.6,0.19000000000000483,0.010865022983702441,0.005442566599828268,0.013422489964214917,10.399999999999977,3.0110822321478565,F,1
F1-958,14.14,2000,F1,rm,36.280680768022634,157,14.18,2001,F1,36.520265096115295,157.9,0.03999999999999915,0.005732484076433157,0.0028288543140027682,0.006603633752755491,0.9000000000000057,0.23958432809266128,F,1
F1-960,38.88,2000,F1,rp,292.2771593849307,1187,39.04,2001,F1,295.2406672588396,1197,0.1599999999999966,0.008424599831508003,0.0041152263374484715,0.010139375516531343,10,2.9635078739088954,F,1
F2-977,16.48,2000,F2,rm,51.83684928415772,213.3,16.61,2001,F2,52.794605266256966,216.7,0.129999999999999,0.01593999062353482,0.007888349514563046,0.018476354086434627,3.3999999999999773,0.9577559820992434,F,2
F2-978,10.77,2000,F2,yb,19.57994842078816,91.1,10.82,2001,F2,19.797666078391167,91.95,0.05000000000000071,0.009330406147091203,0.004642525533890503,0.011119419363324513,0.8500000000000085,0.2177176576030071,F,2
F2-979,30.69,2000,F2,rm,220.7145956179124,739.7,30.69,2001,F2,220.7145956179124,739.7,0,0,0,0,0,0,F,2
F2-980,31.11,2000,F2,hem,144.40336725754122,760.1,31.24,2001,F2,145.88305913919734,766.5,0.129999999999999,0.008419944744112586,0.004178720668595275,0.010246934747838082,6.399999999999977,1.479691881656123,F,2
F2-981,27.19,2000,F2,rm,166.4568826963765,580.6,27.19,2001,F2,166.4568826963765,580.6,0,0,0,0,0,0,F,2
F2-982,21.83,2000,F2,rm,99.79838370713988,374.3,22.1,2001,F2,102.69807453515,383.6,0.2700000000000031,0.0248463799091638,0.012368300503893868,0.029055488879652765,9.300000000000011,2.8996908280101223,F,2
F2-983,18.72,2000,F2,yb,73.86047890615032,275.2,18.75,2001,F2,74.14685250487618,276.1,0.030000000000001137,0.0032703488372094265,0.0016025641025641634,0.003877223692114636,0.9000000000000341,0.2863735987258593,F,2
F2-984,39.43,2000,F2,rm,395.7352112094064,1221,39.66,2001,F2,401.1345941548716,1235,0.22999999999999687,0.011466011466011465,0.005833121988333677,0.01364392854748549,14,5.39938294546522,F,2
F2-985,15.31,2000,F2,yb,45.484106389862006,184.1,15.44,2001,F2,46.41876529478423,187.2,0.129999999999999,0.016838674633351407,0.00849118223383403,0.02054913197394486,3.0999999999999943,0.9346589049222231,F,2
F2-986,20,2000,F2,rm,81.38196903450029,314.2,20.04,2001,F2,81.76171351029724,315.4,0.03999999999999915,0.0038192234245703013,0.0019999999999999575,0.0046661991630599295,1.1999999999999886,0.37974447579695436,F,2
F2-987,23.3,2000,F2,rm,116.16294115190912,426.4,23.3,2001,F2,116.16294115190912,426.4,0,0,0,0,0,0,F,2
F2-988,16.39,2000,F2,bb,53.64676241950139,211,16.65,2001,F2,55.94090329353458,217.7,0.259999999999998,0.031753554502369614,0.015863331299572788,0.04276382712704458,6.699999999999989,2.2941408740331894,F,2
F2-990,18.17,2000,F2,bb,70.57883300108524,259.3,18.39,2001,F2,72.87539175034685,265.6,0.21999999999999886,0.024296182028538414,0.01210787011557506,0.03253891643725951,6.300000000000011,2.2965587492616066,F,2
F2-991,44.36,2000,F2,ro,660.3604014531911,1546,44.62,2001,F2,669.6485162884544,1564,0.259999999999998,0.01164294954721863,0.005861136158701488,0.014065220771602646,18,9.288114835263286,F,2
F2-992,57.12,2000,F2,ro,1208.3563908879798,2563,57.5,2001,F2,1227.6579968304013,2597,0.38000000000000256,0.013265704252828716,0.006652661064425815,0.015973438041931805,34,19.301605942421475,F,2
F2-993,13.85,2000,F2,bb,34.27488613376377,150.7,13.99,2001,F2,35.2044338710395,153.7,0.14000000000000057,0.019907100199071003,0.010108303249097514,0.027120374190245378,3,0.9295477372757261,F,2
F2-994,10.91,2000,F2,yb,20.19314154057463,93.48,10.96,2001,F2,20.41484626037598,94.34,0.05000000000000071,0.009199828840393661,0.004582951420715005,0.010979208923776147,0.8599999999999994,0.22170471980135176,F,2
F2-995,30.64,2000,F2,ro,272.7102032208482,737.3,31.03,2001,F2,281.0798363142371,756.2,0.39000000000000057,0.02563407025634083,0.012728459530026128,0.03069057554333957,18.90000000000009,8.369633093388927,F,2
F3-1,15.41,2000,F3,rm,44.33109428379982,186.5,15.57,2001,F3,45.41096916731933,190.4,0.16000000000000014,0.020911528150134077,0.010382868267358868,0.024359310343352692,3.9000000000000057,1.0798748835195084,F,3
F3-2,18.18,2000,F3,hem,38.9435854285303,259.6,18.56,2001,F3,40.95511340986775,270.5,0.379999999999999,0.04198767334360545,0.020902090209020847,0.051652357100735624,10.899999999999977,2.0115279813374514,F,3
F3-3,31.29,2000,F3,wp,150.96050641516197,769,31.6,2001,F3,154.78439987915849,784.3,0.3100000000000023,0.019895968790637132,0.00990731863215092,0.025330422868881243,15.299999999999955,3.8238934639965123,F,3
F3-4,12.71,2000,F3,hem,16.31237796319055,126.9,12.96,2001,F3,17.102454911259866,131.9,0.25,0.039401103230890466,0.01966955153422502,0.04843419824210502,5,0.7900769480693164,F,3
F3-5,16.15,2000,F3,yb,51.72415584850126,204.8,16.3,2001,F3,52.8888569664134,208.7,0.15000000000000213,0.01904296874999989,0.00928792569659456,0.022517547146124875,3.8999999999999773,1.1647011179121378,F,3
F3-6,19.6,2000,F3,rm,77.63989685440369,301.7,19.67,2001,F3,78.28750674060427,303.9,0.07000000000000028,0.007292011932383125,0.0035714285714285856,0.008341199723835699,2.1999999999999886,0.6476098862005841,F,3
