plottag,dbh.x,year.x,plot.x,species,kgc.x,basal_area.x,dbh.y,year.y,plot.y,kgc.y,basal_area.y,dbh_gr,basal_gr,dbh_inc,kgc_inc,basal_inc,kgc_gr,pl_row,pl_col
D2-584,21.01,2000,D2,rm,91.28112955323796,346.7,20.98,2001,D2,90.97772673223488,345.7,-0.030000000000001137,-0.002884338044418806,-0.0014278914802475552,-0.0033238285118516375,-1,-0.3034028210030755,D,2
D2-585,13.6,2000,D2,rm,33.13400702541754,145.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,2
D2-586,13.48,2000,D2,rm,32.45680395584816,142.7,13.49,2001,D2,32.51293278635802,142.9,0.009999999999999787,0.0014015416958655716,7.418397626112602e-4,0.001729339419439337,0.20000000000001705,0.05612883050986284,D,2
D2-587,40.1,2000,D2,ro,518.7836720762494,1263,40.57,2001,D2,533.4346429276195,1293,0.46999999999999886,0.023752969121140142,0.011720698254364061,0.02824100225193036,30,14.650970851370062,D,2
D2-588,34.88,2000,D2,ro,371.7312110495678,955.5,35.28,2001,D2,382.001040673541,977.6,0.3999999999999986,0.023129251700680295,0.01146788990825684,0.02762703081879188,22.100000000000023,10.269829623973237,D,2
D2-589,19.74,2000,D2,ash,96.62412617999996,306,19.82,2001,D2,97.48973882,308.5,0.08000000000000185,0.008169934640522876,0.0040526849037488275,0.008958555944790617,2.5,0.8656126400000375,D,2
D2-590,26.64,2000,D2,rm,158.71685060386298,557.4,26.68,2001,D2,159.2726757958613,559.1,0.03999999999999915,0.003049874416935855,0.0015015015015014694,0.0035019923208127286,1.7000000000000455,0.5558251919983093,D,2
D2-592,14.37,2000,D2,rm,37.670603100241095,162.2,14.46,2001,D2,38.22261764856317,164.2,0.09000000000000163,0.012330456226880395,0.006263048016701575,0.014653722077482332,2,0.5520145483220773,D,2
D2-594,27.39,2000,D2,cherry,207.46049212227814,589.2,27.5,2001,D2,209.64833197272716,594,0.10999999999999943,0.008146639511201552,0.004016064257028091,0.010545814425040026,4.7999999999999545,2.1878398504490235,D,2
D3-604,19.82,2000,D3,rm,79.68559289746118,308.5,20,2001,D3,81.38196903450029,314.2,0.17999999999999972,0.018476499189627193,0.009081735620585252,0.021288366884864542,5.699999999999989,1.6963761370391097,D,3
D3-605,32.07,2000,D3,rm,244.53379063959937,807.8,32.18,2001,D3,246.49253777404496,813.3,0.10999999999999943,0.006808615994057935,0.003429996881820999,0.008010128699687329,5.5,1.9587471344455878,D,3
D3-606,51.2,2000,D3,rm,727.3229851984427,2059,51.57,2001,D3,739.6284697721007,2089,0.36999999999999744,0.014570179698882952,0.00722656249999995,0.01691887211608011,30,12.305484573658077,D,3
D3-607,13.49,2000,D3,rm,32.51293278635802,142.9,13.5,2001,D3,32.56911698244165,143.1,0.009999999999999787,0.0013995801259621317,7.412898443291168e-4,0.0017280568459576702,0.19999999999998863,0.05618419608362757,D,3
D3-608,31.99,2000,D3,rm,243.11484751020865,803.7,32.13,2001,D3,245.60109232626675,810.8,0.14000000000000412,0.008834142092820591,0.004376367614879779,0.010226626804246103,7.099999999999909,2.486244816058104,D,3
D3-609,29.91,2000,D3,rm,207.86460572002716,702.6,30.13,2001,D3,211.4444451462997,713,0.21999999999999886,0.014802163393111268,0.007355399531929083,0.01722197684339886,10.399999999999977,3.5798394262725424,D,3
D3-611,17.05,2000,D3,rm,56.110755547829775,228.3,17.35,2001,D3,58.43810034930939,236.4,0.3000000000000007,0.035479632063074876,0.017595307917888603,0.041477694940246224,8.099999999999994,2.3273448014796116,D,3
D3-612,21.39,2000,D3,rm,95.17424307615002,359.3,21.43,2001,D3,95.58944983175422,360.7,0.03999999999999915,0.0038964653492902235,0.0018700327255726577,0.0043625958261836765,1.3999999999999773,0.4152067556042027,D,3
D3-613,60.69,2000,D3,ro,1396.75812681073,2893,61.57,2001,D3,1445.6512144764033,2977,0.8800000000000026,0.029035603180089874,0.014499917614104508,0.035004691740947905,84,48.89308766567342,D,3
D3-615,19.99,2000,D3,ro,98.26838671740416,313.8,20.28,2001,D3,101.70999908139015,323,0.2900000000000027,0.029318036966220484,0.014507253626813543,0.03502257927448459,9.199999999999989,3.441612363985996,D,3
D3-618,26.55,2000,D3,rm,157.47029740418816,553.6,26.78,2001,D3,160.66709370128416,563.3,0.23000000000000043,0.01752167630057791,0.008662900188323932,0.020300947859967507,9.699999999999932,3.196796297096,D,3
D3-619,13.04,2000,D3,rm,30.0417405741374,133.6,13.19,2001,D3,30.853090787585035,136.6,0.15000000000000036,0.02245508982035928,0.011503067484662604,0.02700743026008679,3,0.8113502134476356,D,3
D4-626,37.44,2000,D4,rm,350.75252882023983,1101,37.48,2001,D4,351.6262831946663,1103,0.03999999999999915,0.0018165304268846503,0.0010683760683760457,0.002491085031846714,2,0.8737543744264826,D,4
D4-627,36.94,2000,D4,cherry,453.88766598487587,1072,37.04,2001,D4,457.11075163177196,1078,0.10000000000000142,0.005597014925373134,0.0027070925825663623,0.007101064621137981,6,3.223085646896095,D,4
D4-628,25.7,2000,D4,cherry,175.60665707107339,518.7,25.8,2001,D4,177.40074401779407,522.8,0.10000000000000142,0.00790437632542878,0.003891050583657643,0.010216508739725969,4.099999999999909,1.7940869467206824,D,4
D4-629,33.51,2000,D4,cherry,351.7009698725732,881.9,33.54,2001,D4,352.52568670983993,883.5,0.030000000000001137,0.001814264655856699,8.952551477171333e-4,0.002344937625749388,1.6000000000000227,0.8247168372667488,D,4
D4-631,38.23,2000,D4,ash,399.84734034499996,1148,38.44,2001,D4,404.48127248000003,1161,0.21000000000000085,0.01132404181184669,0.005493068270991391,0.011589253366051589,13,4.633932135000066,D,4
D4-633,13.54,2000,D4,rm,32.79440769322196,144,14.11,2001,D4,36.101583004685075,156.4,0.5700000000000003,0.08611111111111115,0.042097488921713465,0.10084570950024044,12.400000000000006,3.307175311463112,D,4
D4-634,13.52,2000,D4,sm,26.4967559500983,143.6,13.58,2001,D4,26.777475591569537,144.8,0.0600000000000005,0.008356545961002904,0.004437869822485244,0.010594490963343573,1.200000000000017,0.2807196414712365,D,4
D4-635,33.12,2000,D4,ash,295.32679992,861.5,33.17,2001,D4,296.2728341450001,864.1,0.05000000000000426,0.003017991874637287,0.001509661835748921,0.003203347021863193,2.6000000000000227,0.946034225000119,D,4
D4-636,11.75,2000,D4,sm,18.973974045328166,108.4,11.79,2001,D4,19.128064861803292,109.2,0.03999999999999915,0.007380073800737981,0.0034042553191488637,0.008121167242403103,0.7999999999999972,0.1540908164751258,D,4
D4-637,39.48,2000,D4,ash,427.8242347199999,1224,39.54,2001,D4,429.19094537999996,1228,0.060000000000002274,0.0032679738562091504,0.0015197568389058327,0.0031945611049700308,4,1.3667106600000807,D,4
D4-638,37.88,2000,D4,ash,392.18351792000004,1127,37.96,2001,D4,393.92870288000006,1132,0.0799999999999983,0.0044365572315882874,0.0021119324181625735,0.004449919183895971,5,1.7451849600000173,D,4
D4-639,20.87,2000,D4,bo,94.97575124899235,342.1,21.49,2001,D4,102.19656625215491,362.7,0.6199999999999974,0.06021631102016944,0.02970771442261607,0.07602798512466798,20.599999999999966,7.220815003162556,D,4
D4-640,23.4,2000,D4,rm,117.32788750758563,430.1,23.67,2001,D4,120.50643660017747,440,0.2700000000000031,0.023017902813299178,0.011538461538461673,0.02709116442914165,9.899999999999977,3.1785490925918367,D,4
D4-641,38.03,2000,D4,ash,395.45892174500005,1136,38.22,2001,D4,399.62734362000003,1147,0.18999999999999773,0.009683098591549295,0.004996055745464047,0.010540720276600211,11,4.168421874999979,D,4
D4-642,13.59,2000,D4,sm,26.82442903512582,145.1,13.71,2001,D4,27.391595017895643,147.6,0.120000000000001,0.01722949689869056,0.00883002207505526,0.02114363672110726,2.5,0.5671659827698221,D,4
D4-643,41.92,2000,D4,cherry,631.9860048249145,1380,42.11,2001,D4,639.5108975275982,1393,0.18999999999999773,0.009420289855072464,0.004532442748091549,0.01190673946137209,13,7.524892702683701,D,4
D4-730,10.47,2000,D4,sm,14.41920386236209,86.1,10.84,2001,D4,15.661662873385913,92.29,0.3699999999999992,0.07189314750290374,0.035339063992359046,0.08616696336938313,6.190000000000012,1.242459011023822,D,4
D4-731,10.77,2000,D4,sm,15.422030350952976,91.1,10.87,2001,D4,15.765018857437628,92.8,0.09999999999999964,0.01866081229418225,0.00928505106778084,0.022240165443809884,1.7000000000000028,0.3429885064846516,D,4
D4-732,11.43,2000,D4,rm,22.09917292792403,102.6,11.79,2001,D4,23.75502377208827,109.2,0.35999999999999943,0.06432748538011705,0.031496062992125935,0.07492818168194618,6.6000000000000085,1.6558508441642381,D,4
D5-652,30.81,2000,D5,rm,222.7306377375986,745.5,31.01,2001,D5,226.11398230388428,755.3,0.20000000000000284,0.013145539906103225,0.00649139889646228,0.015190297125946484,9.799999999999955,3.383344566285672,D,5
D5-653,17.37,2000,D5,rm,58.59517834803349,237,17.37,2001,D5,58.59517834803349,237,0,0,0,0,0,0,D,5
D5-654,14.77,2000,D5,ro,47.674992358169824,171.3,14.93,2001,D5,48.91861906884894,175.1,0.16000000000000014,0.022183304144775148,0.010832769126608,0.026085514630732862,3.799999999999983,1.2436267106791163,D,5
D5-656,11.28,2000,D5,sm,17.217252029627485,99.93,11.29,2001,D5,17.253601434236966,100.1,0.009999999999999787,0.0017011908335833833,8.865248226950166e-4,0.0021112198710300173,0.1699999999999875,0.03634940460948144,D,5
D5-658,26.46,2000,D5,rm,156.22935161159577,549.9,26.66,2001,D5,158.9946245563013,558.2,0.1999999999999993,0.015093653391525857,0.007558578987150389,0.017700085906906297,8.300000000000068,2.765272944705515,D,5
D5-659,17.83,2000,D5,rm,62.274598052200545,249.7,17.83,2001,D5,62.274598052200545,249.7,0,0,0,0,0,0,D,5
D5-661,12.46,2000,D5,rm,27.019999839313417,121.9,12.46,2001,D5,27.019999839313417,121.9,0,0,0,0,0,0,D,5
D5-664,12.41,2000,D5,bo,25.855312219314026,121,12.44,2001,D5,26.012043487660737,121.5,0.02999999999999936,0.004132231404958678,0.0024174053182916488,0.006061859435974318,0.5,0.1567312683467108,D,5
D5-665,18.14,2000,D5,rm,64.82658921432991,258.4,18.27,2001,D5,65.91422024706841,262.2,0.129999999999999,0.014705882352941221,0.007166482910694542,0.016777545231364405,3.8000000000000114,1.0876310327385,D,5
D5-666,24.12,2000,D5,rm,125.91208645625187,456.9,24.22,2001,D5,127.13175635465511,460.7,0.09999999999999787,0.008316918362880305,0.004145936981757789,0.009686678481235505,3.8000000000000114,1.2196698984032395,D,5
D5-667,15.91,2000,D5,rm,47.75510695441477,198.8,16.02,2001,D5,48.527951158212815,201.6,0.10999999999999943,0.014084507042253435,0.006913890634820832,0.016183488072506514,2.799999999999983,0.7728442037980443,D,5
D5-669,10.94,2000,D5,rm,19.9543995421885,94,11,2001,D5,20.21032325471614,95.03,0.0600000000000005,0.01095744680851065,0.0054844606946984,0.01282542789556529,1.0300000000000011,0.2559237125276397,D,5
D5-670,33.88,2000,D5,wb,383.51457780573577,901.5,33.96,2001,D5,386.10242757576503,905.8,0.0799999999999983,0.004769828064337165,0.0023612750885477654,0.0067477220418466245,4.2999999999999545,2.5878497700292655,D,5
D5-671,22.34,2000,D5,rm,105.31544974911559,392,22.42,2001,D5,106.1962718890175,394.8,0.08000000000000185,0.007142857142857172,0.0035810205908684803,0.008363655494044034,2.8000000000000114,0.8808221399019089,D,5
E1-676,46.97,2000,E1,ro,757.0462057479771,1733,47.18,2001,E1,765.1608072323968,1748,0.21000000000000085,0.008655510675129832,0.004470938897168424,0.010718766467368171,15,8.114601484419723,E,1
E1-677,25.09,2000,E1,hem,85.39674771241012,494.4,25.56,2001,E1,89.35386525806992,513.1,0.46999999999999886,0.03782362459546935,0.018732562774013507,0.04633803571754452,18.700000000000045,3.9571175456597985,E,1
E1-678,14.95,2000,E1,hem,24.198093962595177,175.5,15.18,2001,E1,25.113076807718212,181,0.23000000000000043,0.03133903133903134,0.015384615384615413,0.03781218663492228,5.5,0.9149828451230348,E,1
E1-679,43.78,2000,E1,rm,505.0109766797331,1505,43.9,2001,E1,508.242098674003,1514,0.11999999999999744,0.005980066445182724,0.0027409776153494163,0.006398122305208777,9,3.23112199426987,E,1
E1-680,16.7,2000,E1,yb,56.070424240594896,219,16.76,2001,E1,56.557211685014835,220.6,0.060000000000002274,0.0073059360730593345,0.003592814371257621,0.00868171502200808,1.5999999999999943,0.4867874444199387,E,1
E1-681,17.78,2000,E1,yb,65.21920958403487,248.3,17.8,2001,E1,65.39642695322566,248.8,0.019999999999999574,0.0020136931131695527,0.001124859392575904,0.0027172572363429346,0.5,0.17721736919078523,E,1
E1-682,18.48,2000,E1,yb,71.59321233148277,268.2,18.57,2001,E1,72.43850284695137,270.8,0.08999999999999986,0.009694258016405752,0.004870129870129862,0.011806852744011855,2.6000000000000227,0.8452905154685908,E,1
E1-683,37.47,2000,E1,rm,351.407728264226,1103,37.6,2001,E1,354.25499471558567,1110,0.13000000000000256,0.006346328195829556,0.0034694422204430897,0.008102458262439704,7,2.847266451359644,E,1
E1-684,29.24,2000,E1,yb,218.25957302955933,671.5,29.4,2001,E1,221.189224449777,678.9,0.16000000000000014,0.011020104244229303,0.00547195622435021,0.013422785445570738,7.399999999999977,2.9296514202176525,E,1
E1-685,46.95,2000,E1,rm,594.3458622719829,1731,46.94,2001,E1,594.0509464643378,1731,-0.010000000000005116,0,-2.1299254526102482e-4,-4.962023400276533e-4,0,-0.29491580764511127,E,1
E1-686,38.9,2000,E1,rm,383.4518828215421,1188,39.3,2001,E1,392.70184877830565,1213,0.3999999999999986,0.021043771043771045,0.01028277634961436,0.024122885741751542,25,9.24996595676356,E,1
E1-727,10.93,2000,E1,yb,20.28165207414791,93.83,11.06,2001,E1,20.862547149932112,96.07,0.13000000000000078,0.023872961739315728,0.01189387008234225,0.028641408188075677,2.239999999999995,0.580895075784202,E,1
E2-701,16.71,2000,E2,rm,53.53815882536306,219.3,16.74,2001,E2,53.76238300975305,220.1,0.029999999999997584,0.003647970816233392,0.0017953321364450978,0.0041881190782333275,0.799999999999983,0.22422418438998903,E,2
E2-702,38.57,2000,E2,rp,286.5857348868883,1168,38.92,2001,E2,293.01637460007464,1190,0.3500000000000014,0.018835616438356163,0.00907441016333942,0.02243879904114707,22,6.430639713186338,E,2
E2-703,35.97,2000,E2,ro,400.10031628546864,1016,35.97,2001,E2,400.10031628546864,1016,0,0,0,0,0,0,E,2
E2-704,25.11,2000,E2,rp,99.85527660301476,495.2,25.22,2001,E2,100.93320399096103,499.6,0.10999999999999943,0.008885298869143849,0.004380724810832315,0.010794896620553059,4.400000000000034,1.077927387946275,E,2
E2-705,29.24,2000,E2,ro,243.8693150672646,671.5,29.54,2001,E2,249.8919820605742,685.3,0.3000000000000007,0.0205510052122114,0.010259917920656659,0.024696288631673127,13.799999999999955,6.022666993309599,E,2
E2-708,26.58,2000,E2,rp,114.83205815998656,554.9,26.65,2001,E2,115.57632844528348,557.8,0.07000000000000028,0.005226166876914719,0.0026335590669676555,0.006481380698236608,2.8999999999999773,0.7442702852969205,E,2
E2-710,33.08,2000,E2,ro,327.5162067562545,859.5,33.43,2001,E2,335.85915297005886,877.7,0.3500000000000014,0.02117510180337411,0.010580411124546597,0.02547338434465126,18.200000000000045,8.342946213804339,E,2
E2-711,21.1,2000,E2,ro,111.8166087310183,349.7,21.15,2001,E2,112.4509261621604,351.3,0.04999999999999716,0.004575350300257429,0.002369668246445363,0.005672837321224642,1.6000000000000227,0.6343174311420938,E,2
E2-712,17.29,2000,E2,rm,57.96830981631145,234.8,17.33,2001,E2,58.28126298884266,235.9,0.03999999999999915,0.004684838160136262,0.002313475997686475,0.005398694105846704,1.0999999999999943,0.31295317253121624,E,2
E2-713,26.26,2000,E2,rm,153.49173853129696,541.6,26.35,2001,E2,154.72024592353674,545.3,0.08999999999999986,0.00683161004431302,0.0034272658035034214,0.008003736253135763,3.699999999999932,1.2285073922397771,E,2
E2-714,36.56,2000,E2,rp,251.27964472131885,1050,36.76,2001,E2,254.66982127694124,1061,0.19999999999999574,0.010476190476190476,0.005470459518599445,0.013491648157105034,11,3.3901765556223893,E,2
E2-716,31.76,2000,E2,rp,177.82998380513263,792.2,31.98,2001,E2,180.8711386394408,803.2,0.21999999999999886,0.013885382479171926,0.006926952141057898,0.017101473942890827,11,3.0411548343081733,E,2
E2-717,36.44,2000,E2,rp,249.2584584959208,1043,36.57,2001,E2,251.44851394676604,1050,0.13000000000000256,0.006711409395973154,0.0035675082327113767,0.00878628337854818,7,2.19005545084525,E,2
E2-718,31.51,2000,E2,rp,174.41117925071694,779.8,31.69,2001,E2,176.86875069214264,788.7,0.17999999999999972,0.011413182867402016,0.005712472231037756,0.01409067613660778,8.900000000000091,2.4575714414256993,E,2
E2-719,19.41,2000,E2,rm,75.89755769022487,295.9,19.46,2001,E2,76.35388002533028,297.4,0.05000000000000071,0.005069280162216965,0.0025759917568264146,0.006012345442891418,1.5,0.456322335105412,E,2
E2-720,12.47,2000,E2,rm,27.070553774324583,122.1,12.55,2001,E2,27.47692856443251,123.7,0.08000000000000007,0.013104013104013174,0.006415396952686453,0.0150116910609105,1.6000000000000085,0.4063747901079253,E,2
E2-721,15.93,2000,E2,cherry,50.21825181857906,199.3,15.97,2001,E2,50.54896945645499,200.3,0.040000000000000924,0.005017561465127948,0.0025109855618330773,0.006585606346288096,1,0.330717637875928,E,2
E2-723,17.71,2000,E2,rp,42.35752441671669,246.3,17.71,2001,E2,42.35752441671669,246.3,0,0,0,0,0,0,E,2
E2-726,32.66,2000,E2,rp,190.4651241800649,837.8,32.83,2001,E2,192.90967015178583,846.5,0.1700000000000017,0.010384339937932736,0.005205143906919832,0.01283461201752547,8.700000000000045,2.4445459717209417,E,2
E2-727,34.32,2000,E2,rp,215.13220551138548,925.1,34.5,2001,E2,217.9144573442235,934.8,0.17999999999999972,0.010485352934817784,0.005244755244755236,0.012932753727989754,9.699999999999932,2.7822518328380283,E,2
E2-728,23.04,2000,E2,rp,80.8336846273112,416.9,23.07,2001,E2,81.09246156023293,418,0.030000000000001137,0.002638522427440688,0.0013020833333333827,0.0032013502058559017,1.1000000000000227,0.25877693292173376,E,2
E2-729,38.18,2000,E2,rp,279.51961927147045,1145,38.36,2001,E2,282.7679059911639,1156,0.17999999999999972,0.00960698689956332,0.0047145102147721244,0.011620961448644168,11,3.2482867196934535,E,2
E2-731,25.96,2000,E2,rp,108.36394217307867,529.3,26.1,2001,E2,109.80506933226341,535,0.14000000000000057,0.010768940109578776,0.0053929121725732115,0.013298954710257585,5.7000000000000455,1.4411271591847452,E,2
E3-738,10.28,2000,E3,rm,17.261250716401403,83,10.38,2001,E3,17.655016881833955,84.62,0.10000000000000142,0.019518072289156682,0.009727626459144108,0.022812145649353275,1.6200000000000045,0.3937661654325524,E,3
E3-752,51.8,2000,E3,ro,956.5757657605993,2107,52.31,2001,E3,979.2390618936217,2149,0.5100000000000051,0.019933554817275746,0.009845559845559945,0.023692107770472537,42,22.663296133022413,E,3
E3-753,44.34,2000,E3,ro,659.6490548131588,1544,44.7,2001,E3,672.5215861522964,1569,0.35999999999999943,0.016191709844559584,0.008119079837618389,0.019514211754284486,25,12.872531339137595,E,3
E3-755,39.08,2000,E3,ro,487.8009422467792,1199,39.14,2001,E3,489.59278744372733,1203,0.060000000000002274,0.003336113427856547,0.001535312180143354,0.0036733122914749277,4,1.7918451969481453,E,3
E3-756,24.22,2000,E3,rm,127.13175635465511,460.7,24.27,2001,E3,127.74410924667735,462.6,0.05000000000000071,0.004124158888647784,0.0020644095788604753,0.004816679243492744,1.900000000000034,0.6123528920222441,E,3
E3-757,19.74,2000,E3,ro,95.35663846797385,306,19.81,2001,E3,96.16679555661608,308.2,0.07000000000000028,0.007189542483660094,0.0035460992907801565,0.00849607433376885,2.1999999999999886,0.810157088642228,E,3
E3-760,23.33,2000,E3,ro,142.16329278092155,427.5,23.58,2001,E3,145.8313620649032,436.7,0.25,0.021520467836257284,0.010715816545220747,0.025801803069054333,9.199999999999989,3.6680692839816516,E,3
E3-761,31.88,2000,E3,ro,299.8334042766231,798.2,32.13,2001,E3,305.4835876432843,810.8,0.25000000000000355,0.015785517414181795,0.007841907151819434,0.01884440921548677,12.599999999999909,5.650183366661167,E,3
E3-763,37.17,2000,E3,ro,432.7444127577573,1085,37.44,2001,E3,440.29515454394334,1101,0.269999999999996,0.014746543778801843,0.007263922518159699,0.017448502080170875,16,7.550741786186052,E,3
E3-764,32.32,2000,E3,ro,309.8188088094895,820.4,32.61,2001,E3,316.50433117344835,835.2,0.28999999999999915,0.018039980497318465,0.008972772277227696,0.02157881372550833,14.800000000000068,6.685522363958853,E,3
E3-765,26.31,2000,E3,ro,189.47855987734704,543.7,26.53,2001,E3,193.2872805287459,552.8,0.22000000000000242,0.016737171234136303,0.00836183960471313,0.020101063961349044,9.099999999999909,3.8087206513988576,E,3
E3-766,37.48,2000,E3,ro,441.4202473720665,1103,37.71,2001,E3,447.92196608340765,1117,0.23000000000000398,0.012692656391659111,0.006136606189968089,0.014729090362411355,14,6.501718711341141,E,3
E3-767,15.53,2000,E3,rm,45.139609254174765,189.4,15.55,2001,E3,45.27517316295618,189.9,0.02000000000000135,0.0026399155227032735,0.001287830006439237,0.003003214051279726,0.5,0.135563908781414,E,3
E3-768,14.7,2000,E3,rm,39.71711491545209,169.7,14.83,2001,E3,40.540321210362336,172.7,0.13000000000000078,0.01767825574543312,0.00884353741496604,0.020726739509217756,3,0.8232062949102428,E,3
E3-769,38.07,2000,E3,ro,458.2097477043887,1138,38.44,2001,E3,468.9251479531345,1161,0.36999999999999744,0.020210896309314587,0.009718938796952913,0.023385360748935442,23,10.715400248745823,E,3
E3-771,12.19,2000,E3,rm,25.675383407185954,116.7,12.2,2001,E3,25.72448618144596,116.9,0.009999999999999787,0.0017137960582690904,8.203445447087603e-4,0.0019124456091379732,0.20000000000000284,0.049102774260006754,E,3
E3-772,21.96,2000,E3,ro,123.01909586174003,378.8,22.06,2001,E3,124.36220471217047,382.2,0.09999999999999787,0.00897571277719107,0.004553734061930686,0.01091788913763394,3.3999999999999773,1.3431088504304398,E,3
E3-773,26.27,2000,E3,ro,188.79079803360526,542,26.42,2001,E3,191.37740967810907,548.2,0.15000000000000213,0.011439114391143996,0.005709935287400158,0.013700941314117414,6.2000000000000455,2.5866116445038188,E,3
E3-774,11.81,2000,E3,rm,23.849021490614913,109.5,11.83,2001,E3,23.94323116152271,109.9,0.019999999999999574,0.0036529680365297323,0.0016934801016087698,0.0039502530929779005,0.4000000000000057,0.09420967090779797,E,3
E3-775,31.71,2000,E3,ro,296.0262793861106,789.7,31.97,2001,E3,301.8604040302573,802.7,0.259999999999998,0.01646194757502849,0.008199306212551183,0.019708130832996686,13,5.834124644146698,E,3
E3-776,19.46,2000,E3,ro,92.15578994734759,297.4,19.54,2001,E3,93.06383503047316,299.9,0.0799999999999983,0.00840618695359785,0.004110996916752225,0.009853369860367705,2.5,0.9080450831255718,E,3
E3-777,14.89,2000,E3,rm,40.92351690496418,174.1,15.02,2001,E3,41.76084200895375,177.2,0.129999999999999,0.01780585870189543,0.008730691739422364,0.020460731806947897,3.0999999999999943,0.8373251039895706,E,3
E4-801,22.8,2000,E4,wp,67.61728234818177,408.3,22.79,2001,E4,67.54206158276385,407.9,-0.010000000000001563,-9.796718099437524e-4,-4.385964912281387e-4,-0.0011124488119855223,-0.4000000000000341,-0.07522076541792444,E,4
E4-802,32.94,2000,E4,ro,324.21316061744915,852.2,33.22,2001,E4,330.8387410360077,866.7,0.28000000000000114,0.01701478526167566,0.008500303582270831,0.020435877451552106,14.5,6.62558041855857,E,4
E4-803,22.36,2000,E4,ro,128.44252909099586,392.7,22.55,2001,E4,131.06643709971877,399.4,0.19000000000000128,0.017061370002546445,0.008497316636851578,0.020428654179364406,6.699999999999989,2.623908008722907,E,4
E4-804,21.08,2000,E4,ws,59.68997772828793,349,21.07,2001,E4,59.622901904985646,348.7,-0.00999999999999801,-8.595988538682274e-4,-4.7438330170768557e-4,-0.001123736778854487,-0.30000000000001137,-0.06707582330228234,E,4
E4-805,42.41,2000,E4,wp,326.56162389309463,1413,43.03,2001,E4,338.81238928785507,1454,0.6200000000000045,0.029016277423920735,0.014619193586418406,0.037514406159282594,41,12.250765394760435,E,4
E4-806,20.82,2000,E4,ws,57.960152832694384,340.4,20.89,2001,E4,58.422983388327566,342.7,0.07000000000000028,0.006756756756756791,0.0033621517771373816,0.007985323243870178,2.3000000000000114,0.46283055563318243,E,4
E4-810,22.22,2000,E4,rm,104.00206218749257,387.8,22.4,2001,E4,105.9756737239327,394.1,0.17999999999999972,0.016245487364620968,0.008100810081008089,0.018976657721287767,6.300000000000011,1.9736115364401314,E,4
E4-811,17.03,2000,E4,rm,55.95751673230701,227.8,17.01,2001,E4,55.80451708126417,227.2,-0.019999999999999574,-0.0026338893766462805,-0.0011743981209629813,-0.0027342108795636783,-0.6000000000000227,-0.1529996510428404,E,4
E4-813,11.21,2000,E4,rm,21.12075218161759,98.7,11.2,2001,E4,21.076878709474002,98.52,-0.010000000000001563,-0.0018237082066869992,-8.920606601250278e-4,-0.0020772684498316795,-0.18000000000000682,-0.04387347214358783,E,4
E4-815,26.42,2000,E4,ro,191.37740967810907,548.2,26.72,2001,E4,196.61215931187368,560.7,0.29999999999999716,0.0228018971178402,0.011355034065102087,0.027353017488162767,12.5,5.234749633764608,E,4
E4-816,19.02,2000,E4,ro,87.25380469647115,284.1,19.06,2001,E4,87.6930086452594,285.3,0.03999999999999915,0.004223864836325197,0.0021030494216613643,0.00503363664560074,1.1999999999999886,0.4392039487882471,E,4
E4-817,12.24,2000,E4,rm,25.92143301592465,117.7,12.27,2001,E4,26.069706071184164,118.2,0.02999999999999936,0.004248088360237893,0.0024509803921568107,0.005720094840760742,0.5,0.14827305525951573,E,4
E4-819,24.79,2000,E4,yb,145.93510767102777,482.7,24.85,2001,E4,146.7960077358169,485,0.060000000000002274,0.004764864304951339,0.0024203307785398255,0.005899197790909868,2.3000000000000114,0.8609000647891207,E,4
E4-821,25.04,2000,E4,rm,137.38720225182735,492.4,25.29,2001,E4,140.6044532198205,502.3,0.25,0.020105605199025253,0.009984025559105431,0.02341739925743601,9.900000000000034,3.2172509679931522,E,4
E4-822,11.2,2000,E4,rm,21.076878709474002,98.52,11.19,2001,E4,21.033057306158913,98.34,-0.009999999999999787,-0.0018270401948842125,-8.928571428571239e-4,-0.0020791220521372365,-0.1799999999999926,-0.043821403315089213,E,4
E4-824,18.76,2000,E4,ws,45.280401181219155,276.4,18.79,2001,E4,45.452171085870624,277.3,0.029999999999997584,0.0032561505065124246,0.0015991471215350524,0.0037934713511927577,0.9000000000000341,0.17176990465146957,E,4
E4-826,18.46,2000,E4,ws,43.583335064085915,267.6,18.47,2001,E4,43.63930081472926,267.9,0.00999999999999801,0.0011210762331836865,5.417118093173353e-4,0.00128410895038326,0.2999999999999545,0.0559657506433453,E,4
E4-827,12.44,2000,E4,rm,26.919053754836117,121.5,12.46,2001,E4,27.019999839313417,121.9,0.02000000000000135,0.0032921810699588945,0.0016077170418007517,0.0037499863626954152,0.4000000000000057,0.10094608447730025,E,4
E4-829,12.14,2000,E4,ws,16.14473878027157,115.8,12.15,2001,E4,16.176268314294322,115.9,0.009999999999999787,8.635578583765849e-4,8.237232289950401e-4,0.0019529293382733691,0.10000000000000853,0.03152953402275216,E,4
E4-830,29.68,2000,E4,ro,252.73184114424225,691.9,30.01,2001,E4,259.4997700682883,707.3,0.33000000000000185,0.022257551669316342,0.011118598382749388,0.026779090807886593,15.399999999999977,6.767928924046032,E,4
